10000
100,;
3688,3789,;
3689,3790,;
3690,3791,;
3691,3792,;
3692,3793,;
3693,3794,;
3694,3795,;
3695,3796,;
3696,3797,;
3697,3798,;
3698,3799,;
3699,;
3700,;
3800,3701,;
3801,3702,;
3802,3703,;
3803,3704,;
3804,3705,;
3805,3706,;
3806,3707,;
3807,3708,;
3808,3709,;
3809,3710,;
3810,3711,;
3811,3712,;
3812,3713,;
3813,3714,;
3814,3715,;
3815,3716,;
3816,3717,;
3817,3718,;
3818,3719,;
3819,3720,;
3820,3721,;
3821,3722,;
3822,3723,;
3823,3724,;
3824,3725,;
3825,3726,;
3826,3727,;
3827,3728,;
3828,3729,;
3829,3730,;
3830,3731,;
3831,3732,;
3832,3733,;
3833,3734,;
3834,3735,;
3835,3736,;
3836,3737,;
3837,3738,;
3838,3739,;
3839,3740,;
3840,3741,;
3841,3742,;
3842,3743,;
3843,3744,;
3844,3745,;
3845,3746,;
3846,3747,;
3847,3748,;
3848,3749,3850,;
3750,3851,;
3751,3852,;
3752,3853,;
3753,3854,;
3754,3855,;
3755,3856,;
3756,3857,;
3757,3858,;
3758,3859,;
3759,3860,;
3760,3861,;
3761,3862,;
3762,3863,;
3763,3864,;
3764,3865,;
3765,3866,;
3766,3867,;
3767,3868,;
3768,3869,;
3769,3870,;
3770,3871,;
3771,3872,;
3772,3873,;
3773,3874,;
3774,3875,;
3775,3876,;
3776,3877,;
3777,3878,;
3778,3879,;
3779,3880,;
3780,3881,;
3781,3882,;
3782,3883,;
3783,3884,;
3784,3885,;
3785,3886,;
3786,3887,;
3787,3888,;
3788,3889,;
3789,3890,;
3790,3891,;
3791,3892,;
3792,3893,;
3793,3894,;
3794,3895,;
3795,3896,;
3796,3897,;
3797,3898,;
3798,3899,;
3799,;
3800,;
3900,3801,;
3901,3802,;
3902,3803,;
3903,3804,;
3904,3805,;
3905,3806,;
3906,3807,;
3907,3808,;
3908,3809,;
3909,3810,;
3910,3811,;
3911,3812,;
3912,3813,;
3913,3814,;
3914,3815,;
3915,3816,;
3916,3817,;
3917,3818,;
3918,3819,;
3919,3820,;
3920,3821,;
3921,3822,;
3922,3823,;
3923,3824,;
3924,3825,;
3925,3826,;
3926,3827,;
3927,3828,;
3928,3829,;
3929,3830,;
3930,3831,;
3931,3832,;
3932,3833,;
3933,3834,;
3934,3835,;
3935,3836,;
3936,3837,;
3937,3838,;
3938,3839,;
3939,3840,;
3940,3841,;
3941,3842,;
3942,3843,;
3943,3844,;
3944,3845,;
3945,3846,;
3946,3847,;
3947,3848,;
3948,3849,3950,;
3850,3951,;
3851,3952,;
3852,3953,;
3853,3954,;
3854,3955,;
3855,3956,;
3856,3957,;
3857,3958,;
3858,3959,;
3859,3960,;
3860,3961,;
3861,3962,;
3862,3963,;
3863,3964,;
3864,3965,;
3865,3966,;
3866,3967,;
3867,3968,;
3868,3969,;
3869,3970,;
3870,3971,;
3871,3972,;
3872,3973,;
3873,3974,;
3874,3975,;
3875,3976,;
3876,3977,;
3877,3978,;
3878,3979,;
3879,3980,;
3880,3981,;
3881,3982,;
3882,3983,;
3883,3984,;
3884,3985,;
3885,3986,;
3886,3987,;
3887,3988,;
3888,3989,;
3889,3990,;
3890,3991,;
3891,3992,;
3892,3993,;
3893,3994,;
3894,3995,;
3895,3996,;
3896,3997,;
3897,3998,;
3898,3999,;
3899,;
3900,;
4000,3901,;
4001,3902,;
4002,3903,;
4003,3904,;
4004,3905,;
4005,3906,;
4006,3907,;
4007,3908,;
4008,3909,;
4009,3910,;
4010,3911,;
4011,3912,;
4012,3913,;
4013,3914,;
4014,3915,;
4015,3916,;
4016,3917,;
4017,3918,;
4018,3919,;
4019,3920,;
4020,3921,;
4021,3922,;
4022,3923,;
4023,3924,;
4024,3925,;
4025,3926,;
4026,3927,;
4027,3928,;
4028,3929,;
4029,3930,;
4030,3931,;
4031,3932,;
4032,3933,;
4033,3934,;
4034,3935,;
4035,3936,;
4036,3937,;
4037,3938,;
4038,3939,;
4039,3940,;
4040,3941,;
4041,3942,;
4042,3943,;
4043,3944,;
4044,3945,;
4045,3946,;
4046,3947,;
4047,3948,;
4048,3949,4050,;
3950,4051,;
3951,4052,;
3952,4053,;
3953,4054,;
3954,4055,;
3955,4056,;
3956,4057,;
3957,4058,;
3958,4059,;
3959,4060,;
3960,4061,;
3961,4062,;
3962,4063,;
3963,4064,;
3964,4065,;
3965,4066,;
3966,4067,;
3967,4068,;
3968,4069,;
3969,4070,;
3970,4071,;
3971,4072,;
3972,4073,;
3973,4074,;
3974,4075,;
3975,4076,;
3976,4077,;
3977,4078,;
3978,4079,;
3979,4080,;
3980,4081,;
3981,4082,;
3982,4083,;
3983,4084,;
3984,4085,;
3985,4086,;
3986,4087,;
3987,4088,;
3988,4089,;
3989,4090,;
3990,4091,;
3991,4092,;
3992,4093,;
3993,4094,;
3994,4095,;
3995,4096,;
3996,4097,;
3997,4098,;
3998,4099,;
3999,;
4000,4200,;
4100,4001,4201,;
4101,4002,;
4102,4003,;
4103,4004,;
4104,4005,;
4105,4006,;
4106,4007,;
4107,4008,;
4108,4009,;
4109,4010,;
4110,4011,;
4111,4012,;
4112,4013,;
4113,4014,;
4114,4015,;
4115,4016,;
4116,4017,;
4117,4018,;
4118,4019,;
4119,4020,;
4120,4021,;
4121,4022,;
4122,4023,;
4123,4024,;
4124,4025,;
4125,4026,;
4126,4027,;
4127,4028,;
4128,4029,;
4129,4030,;
4130,4031,;
4131,4032,;
4132,4033,;
4133,4034,;
4134,4035,;
4135,4036,;
4136,4037,;
4137,4038,;
4138,4039,;
4139,4040,;
4140,4041,;
4141,4042,;
4142,4043,;
4143,4044,;
4144,4045,;
4145,4046,;
4146,4047,;
4147,4048,;
4148,4049,4150,;
4050,4151,;
4051,4152,;
4052,4153,;
4053,4154,;
4054,4155,;
4055,4156,;
4056,4157,;
4057,4158,;
4058,4159,;
4059,4160,;
4060,4161,;
4061,4162,;
4062,4163,;
4063,4164,;
4064,4165,;
4065,4166,;
4066,4167,;
4067,4168,;
4068,4169,;
4069,4170,;
4070,4171,;
4071,4172,;
4072,4173,;
4073,4174,;
4074,4175,;
4075,4176,;
4076,4177,;
4077,4178,;
4078,4179,;
4079,4180,;
4080,4181,;
4081,4182,;
4082,4183,;
4083,4184,;
4084,4185,;
4085,4186,;
4086,4187,;
4087,4188,;
4088,4189,;
4089,4190,;
4090,4191,;
4091,4192,;
4092,4193,;
4093,4194,;
4094,4195,;
4095,4196,;
4096,4197,;
4097,4198,;
4098,4199,;
4099,;
4300,;
4200,4301,;
4201,4102,4302,;
4202,4103,4303,;
4203,4104,4304,;
4204,4105,4305,;
4205,4106,4306,;
4206,4107,4307,;
4207,4108,;
4208,4109,;
4209,4110,;
4210,4111,;
4211,4112,;
4212,4113,;
4213,4114,;
4214,4115,;
4215,4116,;
4216,4117,;
4217,4118,;
4218,4119,;
4219,4120,;
4220,4121,;
4221,4122,;
4222,4123,;
4223,4124,;
4224,4125,;
4225,4126,;
4226,4127,;
4227,4128,;
4228,4129,;
4229,4130,;
4230,4131,;
4231,4132,;
4232,4133,;
4233,4134,;
4234,4135,;
4235,4136,;
4236,4137,;
4237,4138,;
4238,4139,;
4239,4140,;
4240,4141,;
4241,4142,;
4242,4143,;
4243,4144,;
4244,4145,;
4245,4146,;
4246,4147,;
4247,4148,;
4248,4149,4250,;
4150,4251,;
4151,4252,;
4152,4253,;
4153,4254,;
4154,4255,;
4155,4256,;
4156,4257,;
4157,4258,;
4158,4259,;
4159,4260,;
4160,4261,;
4161,4262,;
4162,4263,;
4163,4264,;
4164,4265,;
4165,4266,;
4166,4267,;
4167,4268,;
4168,4269,;
4169,4270,;
4170,4271,;
4171,4272,;
4172,4273,;
4173,4274,;
4174,4275,;
4175,4276,;
4176,4277,;
4177,4278,;
4178,4279,;
4179,4280,;
4180,4281,;
4181,4282,;
4182,4283,;
4183,4284,;
4184,4285,;
4185,4286,;
4186,4287,;
4187,4288,;
4188,4289,;
4189,4290,;
4190,4291,;
4191,4292,;
4192,4293,;
4193,4294,;
4194,4295,;
4195,4296,;
4196,4297,;
4197,4298,;
4198,4299,;
4199,;
4400,;
4300,4401,;
4301,4402,;
4302,4403,;
4303,4404,;
4304,4405,;
4305,4406,;
4306,4407,;
4307,4208,4408,;
4308,4209,4409,;
4309,4210,4410,;
4310,4211,;
4311,4212,;
4312,4213,;
4313,4214,;
4314,4215,;
4315,4216,;
4316,4217,;
4317,4218,;
4318,4219,;
4319,4220,;
4320,4221,;
4321,4222,;
4322,4223,;
4323,4224,;
4324,4225,;
4325,4226,;
4326,4227,;
4327,4228,;
4328,4229,;
4329,4230,;
4330,4231,;
4331,4232,;
4332,4233,;
4333,4234,4434,;
4334,4235,;
4335,4236,;
4336,4237,;
4337,4238,;
4338,4239,;
4339,4240,;
4340,4241,;
4341,4242,;
4342,4243,;
4343,4244,;
4344,4245,;
4345,4246,;
4346,4247,;
4347,4248,;
4348,4249,4350,;
4250,4351,;
4251,4352,;
4252,4353,;
4253,4354,;
4254,4355,;
4255,4356,;
4256,4357,;
4257,4358,;
4258,4359,;
4259,4360,;
4260,4361,;
4261,4362,;
4262,4363,;
4263,4364,;
4264,4365,;
4265,4366,;
4266,4367,;
4267,4368,;
4268,4369,;
4269,4370,;
4270,4371,;
4271,4372,;
4272,4373,4472,;
4273,4374,4473,;
4274,4375,4474,;
4275,4376,;
4276,4377,;
4277,4378,;
4278,4379,;
4279,4380,;
4280,4381,;
4281,4382,;
4282,4383,;
4283,4384,;
4284,4385,;
4285,4386,;
4286,4387,;
4287,4388,;
4288,4389,;
4289,4390,;
4290,4391,;
4291,4392,4491,;
4292,4393,4492,;
4293,4394,4493,;
4294,4395,4494,;
4295,4396,4495,;
4296,4397,4496,;
4297,4398,4497,;
4298,4399,4498,;
4299,4499,;
4500,;
4400,4501,;
4401,4502,;
4402,4503,;
4403,4504,;
4404,4505,;
4405,4506,;
4406,4507,;
4407,4508,;
4408,4509,;
4409,4510,;
4410,4311,4511,;
4411,4312,4512,;
4412,4313,;
4413,4314,;
4414,4315,;
4415,4316,;
4416,4317,;
4417,4318,;
4418,4319,;
4419,4320,;
4420,4321,;
4421,4322,;
4422,4323,;
4423,4324,;
4424,4325,;
4425,4326,;
4426,4327,;
4427,4328,;
4428,4329,;
4429,4330,;
4430,4331,;
4431,4332,4532,;
4432,4333,4533,;
4433,4534,;
4434,4335,4535,;
4435,4336,4536,;
4436,4337,4537,;
4437,4338,4538,;
4438,4339,4539,;
4439,4340,4540,;
4440,4341,4541,;
4441,4342,;
4442,4343,;
4443,4344,;
4444,4345,;
4445,4346,;
4446,4347,;
4447,4348,;
4448,4349,4450,;
4350,4451,;
4351,4452,;
4352,4453,;
4353,4454,;
4354,4455,4554,;
4355,4456,4555,;
4356,4457,4556,;
4357,4458,4557,;
4358,4459,4558,;
4359,4460,;
4360,4461,;
4361,4462,;
4362,4463,;
4363,4464,;
4364,4465,;
4365,4466,;
4366,4467,4566,;
4367,4468,4567,;
4368,4469,4568,;
4369,4470,4569,;
4370,4471,4570,;
4371,4472,4571,;
4473,4572,;
4474,4573,;
4475,4574,;
4375,4476,4575,;
4376,4477,;
4377,4478,4577,;
4378,4479,4578,;
4379,4480,;
4380,4481,;
4381,4482,;
4382,4483,;
4383,4484,4583,;
4384,4485,4584,;
4385,4486,4585,;
4386,4487,;
4387,4488,4587,;
4388,4489,4588,;
4389,4490,4589,;
4390,4491,4590,;
4492,4591,;
4493,4592,;
4494,4593,;
4495,4594,;
4496,4595,;
4497,4596,;
4498,4597,;
4499,4598,;
4599,;
4600,;
4500,4601,;
4501,4602,;
4502,4603,;
4503,4604,;
4504,4605,;
4505,4606,;
4506,4607,;
4507,4608,;
4508,4609,;
4509,4610,;
4510,4611,;
4511,4612,;
4512,4413,4613,;
4513,4414,4614,;
4514,4415,4615,;
4515,4416,4616,;
4516,4417,4617,;
4517,4418,4618,;
4518,4419,4619,;
4519,4420,4620,;
4520,4421,4621,;
4521,4422,4622,;
4522,4423,4623,;
4523,4424,4624,;
4524,4425,4625,;
4525,4426,;
4526,4427,4627,;
4527,4428,4628,;
4528,4429,;
4529,4430,;
4530,4431,4631,;
4531,4632,;
4532,4633,;
4533,4634,;
4534,4635,;
4535,4636,;
4536,4637,;
4537,4638,;
4538,4639,;
4539,4640,;
4540,4641,;
4541,4442,4642,;
4542,4443,4643,;
4543,4444,4644,;
4544,4445,4645,;
4545,4446,4646,;
4546,4447,4647,;
4547,4448,4648,;
4548,4449,4550,4649,;
4450,4551,4650,;
4451,4552,4651,;
4452,4553,4652,;
4453,4554,4653,;
4555,4654,;
4556,4655,;
4557,4656,;
4558,4657,;
4559,4658,;
4459,4560,;
4460,4561,;
4461,4562,;
4462,4563,;
4463,4564,;
4464,4565,4664,;
4465,4566,4665,;
4567,4666,;
4568,4667,;
4569,4668,;
4570,4669,;
4571,4670,;
4572,4671,;
4573,4672,;
4574,4673,;
4575,4674,;
4576,4675,;
4476,4577,;
4578,;
4579,4678,;
4479,4580,4679,;
4480,4581,4680,;
4481,4582,4681,;
4482,4583,4682,;
4584,4683,;
4585,4684,;
4586,4685,;
4486,4587,4686,;
4588,4687,;
4589,4688,;
4590,4689,;
4591,4690,;
4592,4691,;
4593,4692,;
4594,4693,;
4595,4694,;
4596,4695,;
4597,4696,;
4598,4697,;
4599,4698,;
4699,;
4700,;
4600,4701,;
4601,4702,;
4602,4703,;
4603,4704,;
4604,4705,;
4605,4706,;
4606,4707,;
4607,4708,;
4608,4709,;
4609,4710,;
4610,4711,;
4611,4712,;
4612,4713,;
4613,4714,;
4614,4715,;
4615,4716,;
4616,4717,;
4617,4718,;
4618,4719,;
4619,4720,;
4620,4721,;
4621,4722,;
4622,4723,;
4623,4724,;
4624,4725,;
4625,4526,4726,;
4626,4727,;
4627,4728,;
4628,4529,4729,;
4629,4530,4730,;
4630,4731,;
4631,4732,;
4632,4733,;
4633,4734,;
4634,4735,;
4635,4736,;
4636,4737,;
4637,4738,;
4638,4739,;
4639,4740,;
4640,4741,;
4641,4742,;
4642,4743,;
4643,4744,;
4644,4745,;
4645,4746,;
4646,4747,;
4647,4748,;
4648,4650,4749,;
4651,4750,;
4652,4751,;
4653,4752,;
4654,4753,;
4655,4754,;
4656,4755,;
4657,4756,;
4658,4757,;
4659,4758,;
4559,4660,4759,;
4560,4661,4760,;
4561,4662,;
4562,4663,;
4563,4664,4763,;
4665,4764,;
4666,4765,;
4667,4766,;
4668,4767,;
4669,4768,;
4670,4769,;
4671,4770,;
4672,4771,;
4673,4772,;
4674,4773,;
4675,4774,;
4676,4775,;
4576,4677,4776,;
4577,4678,;
4679,4778,;
4680,4779,;
4681,4780,;
4682,4781,;
4683,4782,;
4684,4783,;
4685,4784,;
4686,4785,;
4687,4786,;
4688,4787,;
4689,4788,;
4690,4789,;
4691,4790,;
4692,4791,;
4693,4792,;
4694,4793,;
4695,4794,;
4696,4795,;
4697,4796,;
4698,4797,;
4699,4798,;
4799,;
4800,;
4700,4801,;
4701,4802,;
4702,4803,;
4703,4804,;
4704,4805,;
4705,4806,;
4706,4807,;
4707,4808,;
4708,4809,;
4709,4810,;
4710,4811,;
4711,4812,;
4712,4813,;
4713,4814,;
4714,4815,;
4715,4816,;
4716,4817,;
4717,4818,;
4718,4819,;
4719,4820,;
4720,4821,;
4721,4822,;
4722,4823,;
4723,4824,;
4724,4825,;
4725,4826,;
4726,4827,;
4727,4828,;
4728,4829,;
4729,4830,;
4730,4831,;
4731,4832,;
4732,4833,;
4733,4834,;
4734,4835,;
4735,4836,;
4736,4837,;
4737,4838,;
4738,4839,;
4739,4840,;
4740,4841,;
4741,4842,;
4742,4843,;
4743,4844,;
4744,4845,;
4745,4846,;
4746,4847,;
4747,4848,;
4748,4750,4849,;
4751,4850,;
4752,4851,;
4753,4852,;
4754,4853,;
4755,4854,;
4756,4855,;
4757,4856,;
4758,4857,;
4759,4858,;
4760,4859,;
4761,4860,;
4661,4762,4861,;
4662,4763,4862,;
4764,4863,;
4765,4864,;
4766,4865,;
4767,4866,;
4768,4867,;
4769,4868,;
4770,4869,;
4771,4870,;
4772,4871,;
4773,4872,;
4774,4873,;
4775,4874,;
4776,4875,;
4777,4876,;
4677,4778,4877,;
4779,4878,;
4780,4879,;
4781,4880,;
4782,4881,;
4783,4882,;
4784,4883,;
4785,4884,;
4786,4885,;
4787,4886,;
4788,4887,;
4789,4888,;
4790,4889,;
4791,4890,;
4792,4891,;
4793,4892,;
4794,4893,;
4795,4894,;
4796,4895,;
4797,4896,;
4798,4897,;
4799,4898,;
4899,;
4900,;
4800,4901,;
4801,4902,;
4802,4903,;
4803,4904,;
4804,4905,;
4805,4906,;
4806,4907,;
4807,4908,;
4808,4909,;
4809,4910,;
4810,4911,;
4811,4912,;
4812,4913,;
4813,4914,;
4814,4915,;
4815,4916,;
4816,4917,;
4817,4918,;
4818,4919,;
4819,4920,;
4820,4921,;
4821,4922,;
4822,4923,;
4823,4924,;
4824,4925,;
4825,4926,;
4826,4927,;
4827,4928,;
4828,4929,;
4829,4930,;
4830,4931,;
4831,4932,;
4832,4933,;
4833,4934,;
4834,4935,;
4835,4936,;
4836,4937,;
4837,4938,;
4838,4939,;
4839,4940,;
4840,4941,;
4841,4942,;
4842,4943,;
4843,4944,;
4844,4945,;
4845,4946,;
4846,4947,;
4847,4948,;
4848,4850,4949,;
4851,4950,;
4852,4951,;
4853,4952,;
4854,4953,;
4855,4954,;
4856,4955,;
4857,4956,;
4858,4957,;
4859,4958,;
4860,4959,;
4861,4960,;
4862,4961,;
4863,4962,;
4864,4963,;
4865,4964,;
4866,4965,;
4867,4966,;
4868,4967,;
4869,4968,;
4870,4969,;
4871,4970,;
4872,4971,;
4873,4972,;
4874,4973,;
4875,4974,;
4876,4975,;
4877,4976,;
4878,4977,;
4879,4978,;
4880,4979,;
4881,4980,;
4882,4981,;
4883,4982,;
4884,4983,;
4885,4984,;
4886,4985,;
4887,4986,;
4888,4987,;
4889,4988,;
4890,4989,;
4891,4990,;
4892,4991,;
4893,4992,;
4894,4993,;
4895,4994,;
4896,4995,;
4897,4996,;
4898,4997,;
4899,4998,;
4999,;
5000,;
4900,5001,;
4901,5002,;
4902,5003,;
4903,5004,;
4904,5005,;
4905,5006,;
4906,5007,;
4907,5008,;
4908,5009,;
4909,5010,;
4910,5011,;
4911,5012,;
4912,5013,;
4913,5014,;
4914,5015,;
4915,5016,;
4916,5017,;
4917,5018,;
4918,5019,;
4919,5020,;
4920,5021,;
4921,5022,;
4922,5023,;
4923,5024,;
4924,5025,;
4925,5026,;
4926,5027,;
4927,5028,;
4928,5029,;
4929,5030,;
4930,5031,;
4931,5032,;
4932,5033,;
4933,5034,;
4934,5035,;
4935,5036,;
4936,5037,;
4937,5038,;
4938,5039,;
4939,5040,;
4940,5041,;
4941,5042,;
4942,5043,;
4943,5044,;
4944,5045,;
4945,5046,;
4946,5047,;
4947,5048,;
4948,4950,5049,;
4951,5050,;
4952,5051,;
4953,5052,;
4954,5053,;
4955,5054,;
4956,5055,;
4957,5056,;
4958,5057,;
4959,5058,;
4960,5059,;
4961,5060,;
4962,5061,;
4963,5062,;
4964,5063,;
4965,5064,;
4966,5065,;
4967,5066,;
4968,5067,;
4969,5068,;
4970,5069,;
4971,5070,;
4972,5071,;
4973,5072,;
4974,5073,;
4975,5074,;
4976,5075,;
4977,5076,;
4978,5077,;
4979,5078,;
4980,5079,;
4981,5080,;
4982,5081,;
4983,5082,;
4984,5083,;
4985,5084,;
4986,5085,;
4987,5086,;
4988,5087,;
4989,5088,;
4990,5089,;
4991,5090,;
4992,5091,;
4993,5092,;
4994,5093,;
4995,5094,;
4996,5095,;
4997,5096,;
4998,5097,;
4999,5098,;
5099,;
5100,;
5000,5101,;
5001,5102,;
5002,5103,;
5003,5104,;
5004,5105,;
5005,5106,;
5006,5107,;
5007,5108,;
5008,5109,;
5009,5110,;
5010,5111,;
5011,5112,;
5012,5113,;
5013,5114,;
5014,5115,;
5015,5116,;
5016,5117,;
5017,5118,;
5018,5119,;
5019,5120,;
5020,5121,;
5021,5122,;
5022,5123,;
5023,5124,;
5024,5125,;
5025,5126,;
5026,5127,;
5027,5128,;
5028,5129,;
5029,5130,;
5030,5131,;
5031,5132,;
5032,5133,;
5033,5134,;
5034,5135,;
5035,5136,;
5036,5137,;
5037,5138,;
5038,5139,;
5039,5140,;
5040,5141,;
5041,5142,;
5042,5143,;
5043,5144,;
5044,5145,;
5045,5146,;
5046,5147,;
5047,5148,;
5048,5050,5149,;
5051,5150,;
5052,5151,;
5053,5152,;
5054,5153,;
5055,5154,;
5056,5155,;
5057,5156,;
5058,5157,;
5059,5158,;
5060,5159,;
5061,5160,;
5062,5161,;
5063,5162,;
5064,5163,;
5065,5164,;
5066,5165,;
5067,5166,;
5068,5167,;
5069,5168,;
5070,5169,;
5071,5170,;
5072,5171,;
5073,5172,;
5074,5173,;
5075,5174,;
5076,5175,;
5077,5176,;
5078,5177,;
5079,5178,;
5080,5179,;
5081,5180,;
5082,5181,;
5083,5182,;
5084,5183,;
5085,5184,;
5086,5185,;
5087,5186,;
5088,5187,;
5089,5188,;
5090,5189,;
5091,5190,;
5092,5191,;
5093,5192,;
5094,5193,;
5095,5194,;
5096,5195,;
5097,5196,;
5098,5197,;
5099,5198,;
5199,;
5200,;
5100,5201,;
5101,5202,;
5102,5203,;
5103,5204,;
5104,5205,;
5105,5206,;
5106,5207,;
5107,5208,;
5108,5209,;
5109,5210,;
5110,5211,;
5111,5212,;
5112,5213,;
5113,5214,;
5114,5215,;
5115,5216,;
5116,5217,;
5117,5218,;
5118,5219,;
5119,5220,;
5120,5221,;
5121,5222,;
5122,5223,;
5123,5224,;
5124,5225,;
5125,5226,;
5126,5227,;
5127,5228,;
5128,5229,;
5129,5230,;
5130,5231,;
5131,5232,;
5132,5233,;
5133,5234,;
5134,5235,;
5135,5236,;
5136,5237,;
5137,5238,;
5138,5239,;
5139,5240,;
5140,5241,;
5141,5242,;
5142,5243,;
5143,5244,;
5144,5245,;
5145,5246,;
5146,5247,;
5147,5248,;
5148,5150,5249,;
5151,5250,;
5152,5251,;
5153,5252,;
5154,5253,;
5155,5254,;
5156,5255,;
5157,5256,;
5158,5257,;
5159,5258,;
5160,5259,;
5161,5260,;
5162,5261,;
5163,5262,;
5164,5263,;
5165,5264,;
5166,5265,;
5167,5266,;
5168,5267,;
5169,5268,;
5170,5269,;
5171,5270,;
5172,5271,;
5173,5272,;
5174,5273,;
5175,5274,;
5176,5275,;
5177,5276,;
5178,5277,;
5179,5278,;
5180,5279,;
5181,5280,;
5182,5281,;
5183,5282,;
5184,5283,;
5185,5284,;
5186,5285,;
5187,5286,;
5188,5287,;
5189,5288,;
5190,5289,;
5191,5290,;
5192,5291,;
5193,5292,;
5194,5293,;
5195,5294,;
5196,5295,;
5197,5296,;
5198,5297,;
5199,5298,;
5299,;
5300,;
5200,5301,;
5201,5302,;
5202,5303,;
5203,5304,;
5204,5305,;
5205,5306,;
5206,5307,;
5207,5308,;
5208,5309,;
5209,5310,;
5210,5311,;
5211,5312,;
5212,5313,;
5213,5314,;
5214,5315,;
5215,5316,;
5216,5317,;
5217,5318,;
5218,5319,;
5219,5320,;
5220,5321,;
5221,5322,;
5222,5323,;
5223,5324,;
5224,5325,;
5225,5326,;
5226,5327,;
5227,5328,;
5228,5329,;
5229,5330,;
5230,5331,;
5231,5332,;
5232,5333,;
5233,5334,;
5234,5335,;
5235,5336,;
5236,5337,;
5237,5338,;
5238,5339,;
5239,5340,;
5240,5341,;
5241,5342,;
5242,5343,;
5243,5344,;
5244,5345,;
5245,5346,;
5246,5347,;
5247,5348,;
5248,5250,5349,;
5251,5350,;
5252,5351,;
5253,5352,;
5254,5353,;
5255,5354,;
5256,5355,;
5257,5356,;
5258,5357,;
5259,5358,;
5260,5359,;
5261,5360,;
5262,5361,;
5263,5362,;
5264,5363,;
5265,5364,;
5266,5365,;
5267,5366,;
5268,5367,;
5269,5368,;
5270,5369,;
5271,5370,;
5272,5371,;
5273,5372,;
5274,5373,;
5275,5374,;
5276,5375,;
5277,5376,;
5278,5377,;
5279,5378,;
5280,5379,;
5281,5380,;
5282,5381,;
5283,5382,;
5284,5383,;
5285,5384,;
5286,5385,;
5287,5386,;
5288,5387,;
5289,5388,;
5290,5389,;
5291,5390,;
5292,5391,;
5293,5392,;
5294,5393,;
5295,5394,;
5296,5395,;
5297,5396,;
5298,5397,;
5299,5398,;
5399,;
5400,;
5300,5401,;
5301,5402,;
5302,5403,;
5303,5404,;
5304,5405,;
5305,5406,;
5306,5407,;
5307,5408,;
5308,5409,;
5309,5410,;
5310,5411,;
5311,5412,;
5312,5413,;
5313,5414,;
5314,5415,;
5315,5416,;
5316,5417,;
5317,5418,;
5318,5419,;
5319,5420,;
5320,5421,;
5321,5422,;
5322,5423,;
5323,5424,;
5324,5425,;
5325,5426,;
5326,5427,;
5327,5428,;
5328,5429,;
5329,5430,;
5330,5431,;
5331,5432,;
5332,5433,;
5333,5434,;
5334,5435,;
5335,5436,;
5336,5437,;
5337,5438,;
5338,5439,;
5339,5440,;
5340,5441,;
5341,5442,;
5342,5443,;
5343,5444,;
5344,5445,;
5345,5446,;
5346,5447,;
5347,5448,;
5348,5350,5449,;
5351,5450,;
5352,5451,;
5353,5452,;
5354,5453,;
5355,5454,;
5356,5455,;
5357,5456,;
5358,5457,;
5359,5458,;
5360,5459,;
5361,5460,;
5362,5461,;
5363,5462,;
5364,5463,;
5365,5464,;
5366,5465,;
5367,5466,;
5368,5467,;
5369,5468,;
5370,5469,;
5371,5470,;
5372,5471,;
5373,5472,;
5374,5473,;
5375,5474,;
5376,5475,;
5377,5476,;
5378,5477,;
5379,5478,;
5380,5479,;
5381,5480,;
5382,5481,;
5383,5482,;
5384,5483,;
5385,5484,;
5386,5485,;
5387,5486,;
5388,5487,;
5389,5488,;
5390,5489,;
5391,5490,;
5392,5491,;
5393,5492,;
5394,5493,;
5395,5494,;
5396,5495,;
5397,5496,;
5398,5497,;
5399,5498,;
5499,;
5401,5500,;
5501,;
5401,5502,;
5402,5503,;
5403,5504,;
5404,5505,;
5405,5506,;
5406,5507,;
5407,5508,;
5408,5509,;
5409,5510,;
5410,5511,;
5411,5512,;
5412,5513,;
5413,5514,;
5414,5515,;
5415,5516,;
5416,5517,;
5417,5518,;
5418,5519,;
5419,5520,;
5420,5521,;
5421,5522,;
5422,5523,;
5423,5524,;
5424,5525,;
5425,5526,;
5426,5527,;
5427,5528,;
5428,5529,;
5429,5530,;
5430,5531,;
5431,5532,;
5432,5533,;
5433,5534,;
5434,5535,;
5435,5536,;
5436,5537,;
5437,5538,;
5438,5539,;
5439,5540,;
5440,5541,;
5441,5542,;
5442,5543,;
5443,5544,;
5444,5545,;
5445,5546,;
5446,5547,;
5447,5548,;
5448,5450,5549,;
5451,5550,;
5452,5551,;
5453,5552,;
5454,5553,;
5455,5554,;
5456,5555,;
5457,5556,;
5458,5557,;
5459,5558,;
5460,5559,;
5461,5560,;
5462,5561,;
5463,5562,;
5464,5563,;
5465,5564,;
5466,5565,;
5467,5566,;
5468,5567,;
5469,5568,;
5470,5569,;
5471,5570,;
5472,5571,;
5473,5572,;
5474,5573,;
5475,5574,;
5476,5575,;
5477,5576,;
5478,5577,;
5479,5578,;
5480,5579,;
5481,5580,;
5482,5581,;
5483,5582,;
5484,5583,;
5485,5584,;
5486,5585,;
5487,5586,;
5488,5587,;
5489,5588,;
5490,5589,;
5491,5590,;
5492,5591,;
5493,5592,;
5494,5593,;
5495,5594,;
5496,5595,;
5497,5596,;
5498,5597,;
5499,5598,;
5599,;
5501,5600,;
5601,;
5501,5602,;
5502,5603,;
5503,5604,;
5504,5605,;
